carat,cut,color,clarity,depth,table,x,y,z,price_predicted
0.42,Ideal,E,VVS2,62.3,55.0,4.81,4.76,2.98,1491.1021400772868
0.31,Good,G,VS1,63.2,56.0,4.28,4.29,2.71,596.8767110899639
1.01,Premium,D,VVS2,62.4,58.0,6.44,6.39,4.0,7237.608048448533
0.99,Fair,J,I1,73.6,60.0,6.01,5.8,4.35,1726.8363402250075
1.07,Premium,H,VS2,60.6,60.0,6.66,6.63,4.03,6011.169187057185
0.92,Premium,F,SI2,61.8,58.0,6.19,6.23,3.84,3677.539215430388
1.04,Very Good,G,VVS2,62.8,54.0,6.39,6.5,4.05,7698.160428401468
0.3,Premium,G,VVS1,62.6,58.0,4.27,4.29,2.68,748.6814409830074
0.62,Very Good,D,VVS2,58.1,63.0,5.59,5.66,3.27,2725.82097666256
0.7,Ideal,F,SI2,62.1,57.0,5.65,5.69,3.52,2398.012579660968
1.0,Premium,G,SI2,60.7,59.0,6.45,6.41,3.9,4030.1958064686487
1.03,Ideal,G,SI1,60.8,57.0,6.52,6.47,3.95,5033.007091032559
0.71,Ideal,G,VVS1,61.1,57.0,5.76,5.8,3.53,4050.9136261673575
0.3,Ideal,H,VVS1,62.5,53.8,4.31,4.33,2.69,730.2340419385057
0.4,Good,I,VS1,63.8,55.0,4.69,4.65,2.98,700.3955189761882
0.5,Good,E,VS2,64.1,58.0,5.03,5.01,3.22,1269.2051060178342
0.26,Very Good,E,VVS2,62.9,56.0,4.07,4.1,2.57,482.9312301358526
0.33,Very Good,G,VS2,62.1,56.0,4.41,4.44,2.75,424.0429275614247
0.4,Ideal,D,VVS2,62.2,55.0,4.74,4.72,2.94,1325.587628361211
0.53,Very Good,E,SI1,63.0,55.0,5.14,5.18,3.25,1348.5141527782207
0.7,Very Good,F,SI1,62.3,57.0,5.65,5.69,3.53,2400.567760405307
0.36,Ideal,E,VS2,61.9,56.0,4.55,4.56,2.82,908.0508059000149
0.48,Premium,E,SI2,62.9,60.0,4.93,4.9,3.09,1089.1190064301636
0.72,Ideal,D,SI1,60.5,56.0,5.79,5.84,3.52,2626.855406122314
0.51,Very Good,F,VS2,58.6,58.0,5.22,5.29,3.08,1201.3616046189659
0.26,Ideal,G,VS1,62.5,53.0,4.1,4.13,2.57,458.8997647838132
1.0,Good,F,I1,64.2,59.0,6.26,6.3,4.03,2795.070587863449
0.26,Ideal,F,IF,62.0,56.0,4.07,4.1,2.53,562.3534312566608
0.32,Ideal,G,VVS1,60.2,56.0,4.45,4.49,2.69,638.5095860501415
0.79,Premium,G,VS1,61.3,59.0,5.97,5.91,3.64,3903.694327132258
1.07,Ideal,H,VS2,62.1,57.0,6.53,6.49,4.04,6460.710208743353
0.9,Premium,D,SI2,58.1,60.0,6.26,6.24,3.63,3227.355670343657
2.35,Premium,J,VS1,60.7,60.0,8.64,8.6,5.23,20470.065567518937
1.11,Ideal,I,VS1,63.0,56.0,6.61,6.57,4.15,7281.049005863237
0.36,Good,E,VVS1,58.2,56.0,4.68,4.74,2.74,321.68041800064793
0.3,Good,F,VVS1,61.1,61.0,4.29,4.32,2.63,449.434401454158
0.53,Ideal,G,VS1,61.8,55.0,5.17,5.22,3.21,2063.20329666414
0.79,Premium,J,SI1,58.8,62.0,6.03,6.01,3.54,2792.773724519174
0.33,Premium,D,SI2,61.6,59.0,4.42,4.41,2.72,420.6543764660437
1.36,Premium,I,VS1,62.0,59.0,7.1,7.06,4.39,9636.89730418233
1.03,Very Good,H,SI2,60.9,57.0,6.5,6.58,3.98,4132.874825593904
0.42,Premium,G,VVS1,59.8,58.0,4.88,4.85,2.91,1225.045911438884
0.32,Ideal,H,VVS1,61.6,54.0,4.42,4.45,2.73,751.4276125385927
0.56,Ideal,E,VS1,61.8,56.0,5.28,5.33,3.28,2259.7081516168455
0.34,Premium,G,VVS1,59.0,62.0,4.6,4.56,2.7,578.2937384437814
0.5,Very Good,D,VS1,59.8,58.0,5.12,5.14,3.07,1399.694309944171
3.11,Fair,J,I1,65.9,57.0,9.15,9.02,5.98,10980.120558644592
0.56,Ideal,D,VS2,60.9,56.0,5.35,5.32,3.25,1973.428605306586
0.3,Ideal,E,VVS1,60.6,57.0,4.33,4.35,2.63,666.4558101872478
0.37,Ideal,E,VS1,61.6,54.7,4.61,4.63,2.85,956.3791879821638
0.53,Ideal,G,VS2,61.6,56.0,5.24,5.19,3.21,1791.9361140334381
1.6,Very Good,D,SI2,60.6,58.0,7.55,7.61,4.59,8832.651773787642
0.31,Ideal,D,SI1,62.1,56.0,4.33,4.37,2.7,697.9986750313169
1.54,Very Good,J,VS1,63.5,57.0,7.27,7.37,4.65,11681.4765888984
0.33,Very Good,G,VVS2,62.8,57.0,4.39,4.47,2.78,699.2350163511078
0.31,Good,H,VS2,63.5,57.0,4.32,4.34,2.75,597.0982476826549
0.71,Premium,G,SI1,58.5,58.0,5.87,5.82,3.42,2070.880684055648
1.01,Premium,F,SI2,61.1,57.0,6.48,6.44,3.95,4084.997736604887
0.3,Ideal,F,VVS1,61.9,58.0,4.26,4.3,2.65,855.178263593521
1.31,Ideal,H,VS1,62.5,56.0,6.95,7.03,4.37,9422.720314827318
0.71,Ideal,I,VS2,61.6,57.0,5.7,5.62,3.49,3285.1036069793386
0.41,Ideal,D,SI1,61.6,55.0,4.8,4.78,2.95,836.5843811096761
1.0,Premium,F,VS1,62.6,58.0,6.37,6.4,4.0,6059.004458350348
1.07,Ideal,D,VS1,61.8,57.0,6.55,6.58,4.06,6846.456296328215
0.52,Premium,G,VS1,62.6,59.0,5.08,5.11,3.19,1937.0326243454563
1.05,Ideal,G,VS2,62.8,57.0,6.49,6.45,4.06,6271.832707822141
0.33,Ideal,D,VVS2,61.7,55.0,4.46,4.49,2.76,818.5848384045335
1.5,Very Good,F,SI2,62.3,60.0,7.29,7.34,4.56,8183.827655100691
0.41,Ideal,H,SI2,61.7,56.0,4.8,4.77,2.95,727.7119478436371
0.71,Very Good,F,VS1,62.9,55.0,5.68,5.71,3.58,3213.264678564821
0.5,Good,D,SI1,63.8,60.0,5.0,5.03,3.2,1135.9843666901602
1.01,Very Good,D,VS2,63.1,60.0,6.39,6.35,4.02,5569.2599985265815
1.71,Good,H,VS2,63.7,58.0,7.57,7.54,4.81,12449.36282009885
0.4,Ideal,F,VVS1,62.2,56.0,4.71,4.74,2.94,1383.5413485196325
0.32,Very Good,G,VS1,61.7,55.0,4.37,4.41,2.71,410.1314139370397
0.5,Very Good,E,SI1,60.7,61.0,5.09,5.12,3.1,1051.719467045738
1.02,Fair,F,SI2,65.5,59.0,6.27,6.24,4.1,4077.894501824935
1.05,Very Good,G,SI2,62.5,60.0,6.45,6.5,4.05,4492.585328443735
1.36,Premium,E,VVS2,59.8,59.0,7.12,7.2,4.38,11358.628143682932
0.51,Ideal,E,SI1,62.3,56.0,5.15,5.12,3.2,1317.6499000795316
1.2,Premium,H,SI2,62.4,57.0,6.83,6.75,4.24,5635.876078718635
0.72,Ideal,F,VS1,62.0,56.0,5.76,5.73,3.56,3520.8278450858065
0.49,Very Good,F,VVS1,62.2,56.0,5.04,5.08,3.14,1847.2420752673493
0.36,Premium,H,SI1,61.3,57.0,4.65,4.61,2.84,362.4940380194098
0.7,Premium,D,SI1,62.1,62.0,5.63,5.58,3.48,2568.674107339955
0.9,Premium,E,SI2,59.5,61.0,6.3,6.24,3.73,3112.4082764633486
0.32,Premium,G,VVS1,58.1,59.0,4.53,4.49,2.62,412.2930254796115
2.0,Very Good,G,SI2,63.5,55.0,8.03,7.93,5.07,12678.93315678079
0.9,Good,F,SI2,63.3,57.0,6.08,6.14,3.87,3268.7016156610125
1.18,Ideal,E,SI2,60.9,57.0,6.86,6.89,4.19,5576.312128566221
0.36,Ideal,E,VS1,61.8,56.0,4.55,4.58,2.82,940.530459526592
0.37,Ideal,F,VVS2,60.0,59.0,4.64,4.66,2.79,1066.1476913415663
0.3,Ideal,F,SI1,62.4,56.0,4.27,4.32,2.68,720.599957839052
0.36,Premium,F,VS2,60.5,60.0,4.55,4.61,2.77,727.3028398070337
0.8,Premium,J,SI2,60.2,59.0,6.07,5.95,3.62,2367.945227995667
1.51,Ideal,H,SI1,61.9,57.0,7.37,7.32,4.55,9575.942673363828
0.62,Very Good,F,VS2,59.8,58.0,5.55,5.59,3.33,2012.9169497401685
0.71,Premium,H,SI1,62.4,59.0,5.65,5.6,3.51,2657.210991271688
0.32,Good,G,VS1,57.0,62.0,4.51,4.54,2.58,650.0543280166837
1.02,Ideal,G,VS2,62.8,57.0,6.36,6.45,4.02,6138.027352452045
0.41,Premium,H,VS1,62.0,56.0,4.78,4.74,2.95,993.782145489919
1.14,Ideal,G,VS2,62.0,55.0,6.68,6.77,4.17,7106.965201175653
0.52,Premium,G,SI1,60.6,61.0,5.19,5.17,3.14,1201.819186384219
1.0,Good,H,SI1,62.7,60.0,6.24,6.3,3.93,4936.793469869029
0.56,Very Good,E,SI1,60.2,57.0,5.36,5.4,3.24,1187.7027629617564
0.32,Premium,G,SI1,61.0,61.0,4.41,4.38,2.68,439.3012002406872
0.37,Ideal,D,VVS2,61.6,54.0,4.61,4.64,2.85,1131.850222443839
0.9,Good,G,SI1,63.2,59.0,6.05,6.1,3.84,4020.2405966144074
1.01,Ideal,G,SI1,61.1,58.0,6.43,6.49,3.95,5039.0494308747875
1.03,Ideal,J,SI1,62.3,57.0,6.48,6.43,4.02,5139.612601435474
0.78,Premium,G,SI2,60.6,58.0,6.02,5.99,3.64,2276.74644110561
0.33,Ideal,G,VS1,61.6,57.0,4.46,4.49,2.75,702.4130873499889
0.33,Ideal,H,VVS2,61.3,56.0,4.43,4.47,2.73,884.2873695068079
1.09,Ideal,H,SI1,61.9,57.0,6.63,6.58,4.09,5590.879772223694
0.5,Good,J,SI1,63.3,60.0,4.97,4.99,3.15,1211.4058431557983
1.01,Ideal,J,VS2,61.3,56.0,6.46,6.5,3.97,5794.896084551901
1.0,Very Good,E,VVS2,63.5,55.0,6.36,6.31,4.02,7114.246006527546
0.59,Premium,E,SI2,60.8,56.0,5.43,5.4,3.29,1283.555081086724
0.7,Very Good,H,SI2,59.9,57.0,5.74,5.77,3.45,1748.3190756207355
0.31,Premium,I,SI1,61.3,58.0,4.34,4.37,2.67,511.2171423318996
0.39,Premium,E,VS2,62.5,60.0,4.64,4.67,2.91,947.6753380470509
0.85,Ideal,E,SI1,61.8,54.0,6.1,6.14,3.78,3640.0453528946664
0.73,Ideal,I,VVS2,62.3,55.0,5.76,5.77,3.59,4383.594115338762
1.09,Ideal,J,SI1,60.7,58.0,6.64,6.68,4.04,5605.022301651918
0.4,Ideal,D,SI2,61.3,56.0,4.72,4.77,2.91,830.7368366135343
0.4,Very Good,E,SI1,61.7,60.0,4.68,4.72,2.9,730.5622136802558
0.22,Fair,E,VS2,65.1,61.0,3.87,3.78,2.49,399.5304504286611
0.31,Premium,E,VS2,60.3,58.0,4.42,4.37,2.65,311.8878503904775
1.19,Ideal,J,SI2,61.7,56.0,6.8,6.85,4.21,5856.746349636409
1.06,Fair,I,I1,64.5,57.0,6.47,6.33,4.13,2254.445786077349
0.61,Very Good,E,VS1,59.6,63.0,5.44,5.57,3.28,2305.7520839789377
0.82,Ideal,H,VVS2,61.4,56.0,6.01,6.05,3.71,5280.12804870762
1.01,Fair,G,I1,64.5,56.0,6.32,6.26,4.06,2296.2660149287067
0.32,Ideal,E,VS2,61.4,56.0,4.4,4.43,2.71,674.9627791544126
0.5,Premium,D,SI2,62.2,58.0,5.08,5.14,3.18,1024.9466898064384
1.01,Premium,F,SI1,59.1,56.0,6.65,6.52,3.89,4211.001154502154
1.0,Very Good,F,SI2,62.7,58.0,6.3,6.36,3.97,4223.289869947791
0.31,Ideal,D,SI1,62.9,56.0,4.34,4.31,2.72,639.6187030747374
0.35,Ideal,E,VS2,62.4,57.0,4.52,4.55,2.83,835.0336629334843
0.7,Ideal,H,VS2,61.2,57.0,5.73,5.77,3.52,3093.244660878151
1.08,Ideal,G,SI2,62.2,56.0,6.56,6.59,4.09,5028.292827203835
1.21,Premium,D,VVS1,60.1,59.0,6.96,6.88,4.16,10052.731905311875
1.06,Premium,H,SI1,62.8,58.0,6.49,6.47,4.07,5396.480611481835
0.28,Ideal,I,VS2,62.4,56.0,4.19,4.22,2.62,564.2394071179406
0.5,Good,F,VS2,63.3,57.0,5.02,5.06,3.19,1292.388139299148
1.01,Premium,D,SI1,61.6,58.0,6.47,6.42,3.97,4726.987202007681
0.42,Fair,D,SI1,64.7,61.0,4.7,4.73,3.05,645.2110828843529
1.53,Ideal,F,SI1,61.6,56.0,7.34,7.39,4.54,9984.902647797902
0.57,Premium,E,VS2,63.0,59.0,5.29,5.25,3.32,2048.8044077970167
0.41,Premium,D,VVS2,61.9,59.0,4.78,4.75,2.95,1260.631103199196
2.24,Ideal,F,SI2,60.3,59.0,8.47,8.5,5.12,15156.873759725477
0.41,Good,E,SI2,63.8,57.0,4.75,4.68,3.01,953.3262134904653
0.5,Very Good,G,SI1,62.4,52.0,5.1,5.15,3.2,1034.13340211811
0.23,Very Good,F,VS2,59.1,59.0,4.02,4.07,2.39,401.39541227585727
1.11,Very Good,F,SI1,60.1,61.0,6.64,6.74,4.06,5604.702520413326
1.2,Ideal,E,SI2,61.3,56.0,6.85,6.88,4.21,5854.074582832494
1.14,Premium,F,VVS1,59.4,59.0,6.87,6.8,4.06,8960.19743500348
0.9,Ideal,G,SI2,62.5,56.0,6.15,6.2,3.86,3738.991937419273
1.22,Premium,G,VS1,62.2,59.0,6.82,6.87,4.26,8244.339858031264
0.7,Premium,F,VS1,61.7,60.0,5.67,5.64,3.49,3255.0758457406387
1.07,Premium,I,SI1,58.4,60.0,6.78,6.68,3.93,4729.169049501482
0.51,Very Good,E,SI2,63.3,56.0,5.12,5.08,3.23,794.1963391595882
0.3,Premium,E,SI1,62.5,60.0,4.24,4.27,2.66,635.8912792059982
1.12,Premium,G,SI2,61.2,58.0,6.69,6.67,4.09,4985.519227891946
0.3,Premium,F,VS2,61.5,60.0,4.26,4.29,2.63,508.54447591075314
0.4,Premium,D,SI1,61.6,58.0,4.73,4.69,2.9,716.6415737463458
0.9,Premium,I,SI1,63.0,58.0,6.09,6.01,3.81,4165.905551360618
0.3,Ideal,H,VS1,61.6,57.0,4.3,4.33,2.66,609.9395254570268
0.74,Premium,F,SI2,61.4,57.0,5.82,5.8,3.57,2254.4341630245217
0.41,Very Good,J,VS2,63.4,56.0,4.73,4.7,2.99,848.2564789580911
0.52,Premium,E,SI1,61.6,58.0,5.17,5.12,3.17,1241.523972576028
0.54,Ideal,D,VVS2,61.4,52.0,5.3,5.34,3.26,2350.045092841924
0.9,Very Good,H,SI2,61.2,57.0,6.21,6.27,3.82,3170.7947866040226
0.7,Good,I,VS1,61.1,61.0,5.65,5.7,3.47,2966.6762669775717
0.34,Very Good,H,VS2,62.4,60.0,4.41,4.44,2.76,559.5634672229457
0.7,Ideal,F,VS2,61.9,55.0,5.7,5.74,3.54,3154.867344679525
1.02,Very Good,G,VS2,63.0,57.0,6.37,6.39,4.02,5748.504466069872
1.0,Good,F,SI2,63.8,58.0,6.28,6.33,4.02,4052.2332876864266
0.31,Ideal,I,SI2,61.0,56.0,4.39,4.43,2.69,476.941210911099
1.23,Premium,G,VS1,62.2,58.0,6.78,6.74,4.27,8459.411547800068
0.7,Very Good,E,SI1,59.4,63.0,5.79,5.73,3.42,1982.1219106295998
0.54,Ideal,D,VS2,61.1,57.0,5.25,5.22,3.2,1907.79647198812
0.38,Ideal,H,SI1,61.5,56.0,4.67,4.69,2.88,775.6639978657781
0.9,Fair,E,SI2,65.0,58.0,6.08,6.04,3.94,3007.171991162749
1.0,Ideal,D,SI2,61.5,56.0,6.45,6.41,3.95,4244.583509114416
0.29,Very Good,G,VS2,61.9,55.0,4.25,4.28,2.64,576.8202368341396
2.01,Premium,E,SI1,60.4,61.0,8.05,7.98,4.84,14690.968141738627
1.32,Premium,F,SI2,60.6,60.0,7.1,7.05,4.29,6523.845723472701
0.72,Premium,F,VS2,61.5,58.0,5.73,5.69,3.51,3177.813140299696
0.31,Premium,H,VS2,62.4,59.0,4.34,4.31,2.7,477.09572008775876
1.51,Fair,J,SI2,65.1,59.0,7.13,7.09,4.63,8223.856919689872
0.24,Ideal,H,IF,62.1,57.0,4.0,4.04,2.5,502.3643198477413
0.79,Ideal,E,VS2,59.3,57.0,6.02,6.06,3.58,3717.243574418572
0.73,Premium,F,VS2,62.7,58.0,5.76,5.7,3.59,3250.8302832662275
0.9,Very Good,D,VS1,58.9,59.0,6.22,6.31,3.69,4790.389863457185
0.51,Premium,F,VVS2,61.9,56.0,5.17,5.13,3.19,2010.6166763535937
0.29,Ideal,G,VVS2,60.7,54.0,4.33,4.37,2.64,462.6065049394783
0.68,Good,F,SI1,58.1,60.0,5.8,5.91,3.4,1593.2489137217003
0.51,Ideal,D,VS2,61.1,56.0,5.16,5.2,3.17,1689.1853995353376
1.55,Ideal,I,VS2,61.8,55.0,7.4,7.44,4.58,11182.161133831029
1.51,Very Good,H,SI2,60.8,58.0,7.4,7.51,4.53,8074.733488069807
2.01,Ideal,I,SI1,62.9,57.0,8.05,7.98,5.04,14846.565640500767
1.04,Very Good,G,VVS1,58.2,60.0,6.66,6.71,3.89,7367.629037127059
0.98,Fair,G,SI1,64.4,56.0,6.33,6.24,4.03,4189.664449385691
0.25,Very Good,E,VVS1,62.9,58.0,4.01,4.03,2.53,495.6280790574215
0.42,Ideal,H,VS1,61.2,57.0,4.87,4.8,2.96,1114.428052304691
1.1,Very Good,G,VVS1,60.4,57.0,6.7,6.77,4.07,8373.244788182123
0.41,Very Good,D,VS1,62.8,57.0,4.73,4.76,2.98,936.1222498585275
1.02,Premium,F,VS2,62.7,59.0,6.41,6.44,4.03,5849.730992441876
0.61,Very Good,H,VVS2,60.5,57.0,5.52,5.54,3.35,2714.7084790686495
0.4,Ideal,J,VS1,61.3,56.0,4.77,4.79,2.93,1048.8527498751264
0.34,Ideal,D,VS1,60.9,56.0,4.56,4.51,2.76,627.3021096522898
0.4,Ideal,E,SI2,61.0,58.0,4.76,4.78,2.91,720.5036349184747
0.41,Ideal,G,VVS2,61.7,55.0,4.81,4.85,2.98,1337.3533687405825
0.3,Ideal,H,SI1,62.4,55.0,4.3,4.32,2.69,627.0478560272136
0.31,Ideal,E,VS1,62.0,55.0,4.35,4.38,2.7,647.6994656253305
0.46,Very Good,E,VS2,62.2,58.0,4.95,4.99,3.09,1077.0419911832914
0.4,Ideal,G,IF,62.2,55.0,4.73,4.76,2.95,1598.6373020239084
0.3,Ideal,E,VS2,61.5,55.0,4.3,4.34,2.66,609.7710022827578
1.09,Ideal,F,SI2,61.2,57.0,6.6,6.64,4.05,5063.786293240496
0.71,Very Good,E,SI1,63.1,58.0,5.65,5.69,3.58,2542.4073995384997
0.97,Ideal,G,SI2,61.6,56.0,6.31,6.39,3.91,4256.861306352834
1.02,Very Good,E,IF,61.7,60.0,6.38,6.52,3.98,8576.412713170592
0.42,Premium,D,SI2,60.0,61.0,4.89,4.85,2.92,419.2760454398949
0.33,Ideal,I,IF,61.8,55.0,4.46,4.47,2.76,902.1468853141746
0.36,Ideal,E,VS1,61.7,56.0,4.58,4.56,2.82,872.5869181868329
1.72,Ideal,H,SI1,62.2,57.0,7.65,7.55,4.72,11785.673240657703
0.37,Ideal,H,VVS1,62.0,53.0,4.63,4.66,2.88,1054.8174893843097
0.71,Ideal,D,VS2,61.2,55.0,5.74,5.78,3.53,3208.224305939216
0.51,Very Good,I,SI1,63.5,60.0,5.03,5.05,3.2,1348.9347154467537
0.3,Ideal,E,VS2,62.1,55.0,4.28,4.32,2.67,650.8527914836723
0.71,Very Good,E,VS2,63.7,58.0,5.6,5.64,3.58,3129.8973336915733
0.3,Ideal,E,VS1,61.6,55.0,4.34,4.36,2.68,525.6095379084481
0.97,Good,F,SI1,60.1,65.0,6.46,6.36,3.85,3852.42174386861
1.27,Ideal,I,SI2,62.1,56.0,6.92,6.96,4.31,6578.719473959001
1.57,Ideal,I,VS2,61.5,56.0,7.56,7.49,4.63,11119.703978631853
1.0,Premium,G,VS1,62.4,59.0,6.35,6.4,3.98,6102.826881775811
0.42,Ideal,D,VVS2,62.5,57.0,4.8,4.77,2.99,1514.0917217538108
0.7,Fair,G,SI1,61.7,66.0,5.7,5.58,3.48,1883.593373492582
0.56,Ideal,D,VS1,61.6,57.0,5.33,5.29,3.27,2145.7322806500606
0.51,Good,E,SI1,57.4,62.0,5.24,5.29,3.02,647.2562560789538
0.52,Very Good,I,SI1,63.3,55.0,5.13,5.1,3.24,1201.5972968899055
0.39,Premium,G,VVS1,59.9,59.0,4.73,4.75,2.84,1033.292469125141
1.7,Very Good,H,VS2,63.3,57.0,7.59,7.54,4.79,12454.829526669822
0.3,Very Good,E,VVS2,59.7,57.0,4.37,4.43,2.62,594.4890433948135
1.08,Ideal,H,SI1,62.7,57.0,6.48,6.51,4.07,5885.0720477938385
2.01,Ideal,F,SI2,61.9,55.0,8.1,8.05,5.0,13089.990827995498
0.55,Ideal,J,VS2,62.6,57.0,5.21,5.17,3.25,2125.0402336046636
0.9,Fair,F,SI2,62.6,58.0,6.01,6.06,3.78,3217.7583148237886
0.9,Ideal,I,VS1,62.4,57.0,6.17,6.21,3.86,5227.748111806241
1.01,Premium,F,VVS2,61.8,59.0,6.46,6.42,3.98,7194.895099022784
0.51,Very Good,H,VS2,60.1,59.8,5.14,5.19,3.1,1364.808048529011
0.7,Premium,E,VS1,59.4,61.0,5.78,5.74,3.42,3025.102047908418
0.7,Fair,H,SI1,66.0,56.0,5.5,5.53,3.64,2484.610770555417
0.34,Ideal,I,SI1,60.2,57.0,4.54,4.5,2.72,527.5774121231839
0.32,Ideal,G,IF,61.2,55.0,4.41,4.44,2.71,766.1898437029859
0.31,Ideal,D,VS2,59.4,56.0,4.45,4.4,2.63,433.2149149161305
0.41,Premium,E,SI1,61.4,56.0,4.81,4.77,2.94,645.2701920737081
1.84,Ideal,J,VS1,62.4,56.0,7.84,7.8,4.89,15072.639222241018
0.9,Very Good,I,VS2,63.2,56.0,6.15,6.09,3.87,4570.634819767212
1.0,Ideal,E,VS2,61.6,57.0,6.44,6.38,3.95,5696.053769623203
0.37,Premium,E,SI1,61.8,58.0,4.59,4.64,2.85,705.0358497859288
1.53,Ideal,F,VS1,61.5,59.0,7.38,7.46,4.56,11647.45832553057
1.09,Ideal,G,VS2,62.8,57.0,6.54,6.58,4.12,6714.733245040412
1.04,Premium,F,SI2,62.8,55.0,6.48,6.41,4.05,4451.464857021303
0.8,Very Good,E,SI2,62.6,59.0,5.84,5.91,3.68,2795.6482714206763
0.29,Good,F,VS1,62.1,56.0,4.24,4.26,2.64,544.0336690727929
1.21,Ideal,F,I1,62.0,56.0,6.84,6.8,4.23,4104.301939644401
2.01,Very Good,J,VS2,61.1,59.0,8.04,8.07,4.92,15735.148850730857
0.3,Premium,G,VVS2,62.6,58.0,4.27,4.29,2.68,613.8276980480523
1.01,Fair,H,VS2,64.5,60.0,6.3,6.25,4.05,5387.78819682984
1.61,Ideal,I,VS2,62.5,57.0,7.49,7.43,4.66,11806.01275592795
1.19,Very Good,D,SI2,61.1,58.0,6.84,6.88,4.19,5327.166127020313
1.12,Premium,H,VS1,61.6,58.0,6.64,4.11,3.7,6915.862280764032
1.7,Good,H,SI1,63.9,56.0,7.61,7.53,4.84,11150.872289180918
0.3,Premium,G,VS1,61.4,60.0,4.33,4.3,2.65,371.46517061987424
1.51,Good,J,SI2,58.1,64.0,7.53,7.57,4.39,7515.051908424535
1.01,Ideal,F,SI1,62.0,56.0,6.41,6.46,3.99,5087.819529739694
0.31,Premium,G,VS1,61.2,60.0,4.39,4.37,2.68,389.52380527701234
0.7,Good,F,SI1,58.7,64.0,5.77,5.78,3.39,1911.555761424771
0.9,Very Good,H,VS1,63.0,62.0,6.09,6.0,3.81,5040.982069598439
0.71,Ideal,G,VVS2,61.7,57.0,5.72,5.74,3.53,4151.723829734953
0.34,Good,E,SI2,63.1,56.0,4.46,4.51,2.83,653.5394940696949
0.4,Good,E,SI1,64.2,57.0,4.68,4.66,3.0,547.7687768988162
0.34,Ideal,E,VVS2,62.4,55.0,4.47,4.51,2.79,957.182941490234
0.31,Very Good,H,SI1,62.3,55.0,4.34,4.36,2.71,351.0869872332105
0.5,Ideal,F,SI1,60.2,63.0,5.12,5.15,3.09,1282.960331767828
0.3,Ideal,G,IF,62.1,55.0,4.32,4.35,2.69,568.040470555477
1.33,Ideal,H,SI1,60.1,57.0,7.14,7.2,4.31,7685.670073485184
1.0,Good,F,IF,63.2,63.0,6.24,6.26,3.95,8644.09271390428
2.07,Premium,E,SI2,58.9,61.0,8.45,8.35,4.95,12772.458588398851
0.36,Ideal,D,VS2,61.1,57.0,4.62,4.58,2.81,762.0627614627642
1.25,Premium,I,VS2,62.2,57.0,6.92,6.84,4.28,7914.273859118624
1.01,Very Good,G,SI1,60.0,58.0,6.51,6.55,3.92,4505.578099871576
1.54,Very Good,G,IF,59.4,60.0,7.55,7.61,4.5,15061.362315649203
0.54,Ideal,H,SI1,61.1,56.0,5.25,5.27,3.21,1499.31832315457
1.07,Ideal,H,VS2,61.8,56.0,6.52,6.55,4.04,6484.333598471476
0.25,Ideal,E,VVS2,61.6,57.0,4.08,4.1,2.52,364.86559638530025
0.32,Ideal,D,SI1,59.6,57.0,4.47,4.42,2.65,425.9251207253528
0.35,Very Good,E,VS2,60.2,60.0,4.54,4.57,2.74,428.0523770785153
0.42,Ideal,E,SI1,62.6,57.0,4.81,4.84,3.02,974.435924324891
1.11,Very Good,H,SI2,59.0,59.0,6.79,6.82,4.02,4427.6060243334305
1.51,Premium,H,SI2,62.3,62.0,7.32,7.21,4.51,8377.590212918705
1.01,Good,F,VS2,65.2,57.0,6.19,6.23,4.05,5800.650993783182
0.32,Ideal,H,VVS1,62.0,55.0,4.42,4.45,2.75,751.4276125385927
0.33,Ideal,I,VVS1,62.2,54.0,4.43,4.45,2.76,931.4014375713132
0.28,Ideal,G,IF,61.3,57.0,4.25,4.27,2.6,370.89791491942333
0.32,Very Good,I,SI2,63.4,56.0,4.37,4.34,2.76,712.2564403267686
0.73,Ideal,E,VS1,61.4,55.0,5.8,5.82,3.57,3584.9188093699704
1.02,Premium,F,SI2,63.0,58.0,6.44,6.38,4.04,4298.52987636442
1.51,Ideal,E,SI2,62.9,57.0,7.29,7.23,4.57,8687.616845345205
0.26,Very Good,E,VVS1,61.5,56.0,4.1,4.15,2.53,351.4862616388532
0.55,Ideal,I,VVS1,61.7,56.0,5.24,5.29,3.25,2578.100780089943
0.32,Ideal,G,SI1,61.4,57.0,4.41,4.38,2.7,594.8986990028261
1.51,Very Good,F,SI1,62.6,57.0,7.25,7.31,4.56,9634.423426750349
1.73,Premium,F,SI2,63.0,60.0,7.63,7.52,4.77,10424.025645884925
0.43,Ideal,G,VS1,61.9,55.0,4.86,4.84,3.0,1282.550309648599
0.43,Very Good,E,VVS2,60.8,57.0,4.89,4.92,2.98,1208.0935612020137
1.0,Premium,D,SI1,61.5,60.0,6.34,6.38,3.91,4972.409378712917
0.57,Premium,E,SI1,62.5,57.0,5.28,5.22,3.28,1653.0243582974185
1.1,Ideal,E,SI2,61.6,56.0,6.66,6.63,4.09,5013.5209092255045
1.2,Ideal,E,VVS1,60.1,61.0,6.83,6.91,4.13,10105.776352321249
0.4,Ideal,I,IF,62.2,56.0,4.75,4.71,2.94,1725.2349217967405
0.24,Very Good,E,VVS2,62.9,57.0,3.96,3.99,2.5,422.72058213424214
0.92,Very Good,G,SI1,61.8,54.0,6.25,6.37,3.9,3958.2184159842004
0.27,Very Good,E,VVS1,60.9,59.0,4.17,4.21,2.55,340.125391417801
